,Alice_a,out
539,42,72.0
540,19,49.0
541,47,77.0
542,50,80.0
543,46,76.0
544,14,44.0
545,78,108.0
546,29,59.0
547,98,128.0
548,99,129.0
549,46,76.0
550,85,115.0
551,37,67.0
552,48,78.0
553,53,83.0
554,18,48.0
555,90,120.0
556,37,67.0
557,5,35.0
558,23,53.0
559,60,90.0
560,6,36.0
561,78,108.0
562,34,64.0
563,28,58.0
564,99,129.0
565,52,82.0
566,54,84.0
567,30,60.0
568,59,89.0
569,52,82.0
570,38,68.0
571,79,109.0
572,85,115.0
573,23,53.0
574,24,54.0
575,66,96.0
576,80,110.0
577,43,73.0
578,84,114.0
579,95,125.0
580,75,105.0
581,72,102.0
582,33,63.0
583,77,107.0
584,13,43.0
585,53,83.0
586,28,58.0
587,6,36.0
588,48,78.0
589,74,104.0
590,3,33.0
591,86,116.0
592,93,123.0
593,37,67.0
594,76,106.0
595,70,100.0
596,64,94.0
597,81,111.0
598,20,50.0
599,56,86.0
600,70,100.0
601,57,87.0
602,10,40.0
603,33,63.0
604,95,125.0
605,4,34.0
606,74,104.0
607,43,73.0
608,29,59.0
609,32,62.0
610,98,128.0
611,100,130.0
612,16,46.0
613,20,50.0
614,9,39.0
615,39,69.0
616,20,50.0
617,94,124.0
618,94,124.0
619,53,83.0
620,73,103.0
621,5,35.0
622,44,74.0
623,96,126.0
624,18,48.0
625,40,70.0
626,52,82.0
627,61,91.0
628,26,56.0
629,59,89.0
630,0,30.0
631,36,66.0
632,25,55.0
633,51,81.0
634,71,101.0
635,53,83.0
636,27,57.0
637,7,37.0
638,27,57.0
639,44,74.0
640,73,103.0
641,86,116.0
642,33,63.0
643,55,85.0
644,92,122.0
645,67,97.0
646,31,61.0
647,21,51.0
648,79,109.0
649,84,114.0
650,5,35.0
651,23,53.0
652,95,125.0
653,77,107.0
654,54,84.0
655,58,88.0
656,22,52.0
657,36,66.0
658,68,98.0
659,19,49.0
660,41,71.0
661,52,82.0
662,73,103.0
663,52,82.0
664,77,107.0
665,84,114.0
666,68,98.0
667,97,127.0
668,24,54.0
669,100,130.0
670,99,129.0
671,52,82.0
672,52,82.0
673,65,95.0
674,100,130.0
675,11,41.0
676,63,93.0
677,63,93.0
678,85,115.0
679,87,117.0
680,96,126.0
681,49,79.0
682,70,100.0
683,9,39.0
684,81,111.0
685,87,117.0
686,37,67.0
687,55,85.0
688,87,117.0
689,11,41.0
690,24,54.0
691,92,122.0
692,42,72.0
693,80,110.0
694,92,122.0
695,99,129.0
696,71,101.0
697,31,61.0
698,60,90.0
699,37,67.0
700,65,95.0
701,47,77.0
702,37,67.0
703,48,78.0
704,73,103.0
705,20,50.0
706,34,64.0
707,28,58.0
708,69,99.0
709,15,45.0
710,26,56.0
711,55,85.0
712,84,114.0
713,21,51.0
714,67,97.0
715,46,76.0
716,10,40.0
717,31,61.0
718,1,31.0
719,35,65.0
720,83,113.0
721,27,57.0
722,100,130.0
723,21,51.0
724,21,51.0
725,62,92.0
726,12,42.0
727,15,45.0
728,11,41.0
729,92,122.0
730,97,127.0
731,24,54.0
732,37,67.0
733,66,96.0
734,89,119.0
735,31,61.0
736,59,89.0
737,33,63.0
738,91,121.0
739,87,117.0
740,53,83.0
741,91,121.0
742,89,119.0
743,57,87.0
744,84,114.0
745,95,125.0
746,81,111.0
747,21,51.0
748,97,127.0
749,71,101.0
750,8,38.0
751,97,127.0
752,58,88.0
753,32,62.0
754,73,103.0
755,10,40.0
756,63,93.0
757,15,45.0
758,82,112.0
759,13,43.0
760,55,85.0
761,48,78.0
762,73,103.0
763,58,88.0
764,25,55.0
765,22,52.0
766,40,70.0
767,47,77.0
768,19,49.0
769,94,124.0
770,32,62.0
771,31,61.0
772,24,54.0
773,26,56.0
774,47,77.0
775,80,110.0
776,55,85.0
777,59,89.0
778,7,37.0
779,10,40.0
780,53,83.0
781,88,118.0
782,78,108.0
783,75,105.0
784,29,59.0
785,61,91.0
786,83,113.0
787,25,55.0
788,49,79.0
789,69,99.0
790,78,108.0
791,15,45.0
792,8,38.0
793,81,111.0
794,45,75.0
795,87,117.0
796,96,126.0
797,46,76.0
798,56,86.0
799,51,81.0
800,1,31.0
801,92,122.0
802,92,122.0
803,80,110.0
804,54,84.0
805,19,49.0
806,42,72.0
807,9,39.0
808,62,92.0
809,8,38.0
810,44,74.0
811,93,123.0
812,2,32.0
813,7,37.0
814,72,102.0
815,75,105.0
816,23,53.0
817,96,126.0
818,42,72.0
819,99,129.0
820,15,45.0
821,64,94.0
822,21,51.0
823,96,126.0
824,3,33.0
825,14,44.0
826,3,33.0
827,34,64.0
828,80,110.0
829,3,33.0
830,80,110.0
831,21,51.0
832,96,126.0
833,29,59.0
834,5,35.0
835,2,32.0
836,81,111.0
837,49,79.0
838,69,99.0
839,86,116.0
840,13,43.0
841,68,98.0
842,52,82.0
843,31,61.0
844,17,47.0
845,99,129.0
846,87,117.0
847,53,83.0
848,27,57.0
849,98,128.0
850,20,50.0
851,91,121.0
852,94,124.0
853,8,38.0
854,34,64.0
855,65,95.0
856,75,105.0
857,13,43.0
858,69,99.0
859,94,124.0
860,100,130.0
861,46,76.0
862,62,92.0
863,74,104.0
864,38,68.0
865,73,103.0
866,81,111.0
867,78,108.0
868,29,59.0
869,88,118.0
870,51,81.0
871,74,104.0
872,23,53.0
873,6,36.0
874,55,85.0
875,84,114.0
876,91,121.0
877,27,57.0
878,12,42.0
879,47,77.0
880,53,83.0
881,93,123.0
882,25,55.0
883,62,92.0
884,34,64.0
885,11,41.0
886,93,123.0
887,11,41.0
888,24,54.0
889,21,51.0
890,11,41.0
891,31,61.0
892,31,61.0
893,79,109.0
894,51,81.0
895,6,36.0
896,32,62.0
897,36,66.0
898,98,128.0
899,16,46.0
900,90,120.0
901,29,59.0
902,44,74.0
903,100,130.0
904,12,42.0
905,8,38.0
906,30,60.0
907,78,108.0
908,47,77.0
909,36,66.0
910,36,66.0
911,85,115.0
912,2,32.0
913,64,94.0
914,66,96.0
915,26,56.0
916,73,103.0
917,61,91.0
918,28,58.0
919,94,124.0
920,62,92.0
921,69,99.0
922,17,47.0
923,76,106.0
924,37,67.0
925,26,56.0
926,81,111.0
927,94,124.0
928,11,41.0
929,87,117.0
930,34,64.0
931,50,80.0
932,42,72.0
933,85,115.0
934,46,76.0
935,34,64.0
936,36,66.0
937,28,58.0
938,40,70.0
939,51,81.0
940,41,71.0
941,60,90.0
942,82,112.0
943,10,40.0
944,53,83.0
945,6,36.0
946,19,49.0
947,58,88.0
948,63,93.0
949,85,115.0
950,34,64.0
951,10,40.0
952,52,82.0
953,91,121.0
954,98,128.0
955,85,115.0
956,17,47.0
957,84,114.0
958,50,80.0
959,71,101.0
960,31,61.0
961,5,35.0
962,37,67.0
963,34,64.0
964,72,102.0
965,36,66.0
966,99,129.0
967,71,101.0
968,8,38.0
969,23,53.0
970,90,120.0
971,76,106.0
972,0,30.0
973,22,52.0
974,7,37.0
975,57,87.0
976,86,116.0
977,69,99.0
978,56,86.0
979,75,105.0
980,44,74.0
981,67,97.0
982,86,116.0
983,37,67.0
984,41,71.0
985,57,87.0
986,94,124.0
987,60,90.0
988,80,110.0
989,89,119.0
990,32,62.0
991,67,97.0
992,1,31.0
993,61,91.0
994,13,43.0
995,81,111.0
996,25,55.0
997,99,129.0
998,81,111.0
999,59,89.0
1000,10,40.0
1001,80,110.0
1002,91,121.0
1003,61,91.0
1004,75,105.0
1005,85,115.0
1006,65,95.0
1007,78,108.0
1008,87,117.0
1009,17,47.0
1010,27,57.0
1011,29,59.0
1012,9,39.0
1013,42,72.0
1014,12,42.0
1015,54,84.0
1016,75,105.0
1017,41,71.0
1018,93,123.0
1019,49,79.0
1020,7,37.0
1021,32,62.0
1022,86,116.0
1023,41,71.0
1024,96,126.0
1025,58,88.0
1026,100,130.0
1027,4,34.0
1028,92,122.0
1029,5,35.0
1030,48,78.0
1031,66,96.0
1032,34,64.0
1033,25,55.0
1034,25,55.0
1035,69,99.0
1036,56,86.0
1037,55,85.0
1038,12,42.0
1039,63,93.0
1040,59,89.0
1041,80,110.0
1042,38,68.0
1043,15,45.0
1044,98,128.0
1045,26,56.0
1046,10,40.0
1047,78,108.0
1048,70,100.0
1049,52,82.0
1050,46,76.0
1051,81,111.0
1052,76,106.0
1053,17,47.0
1054,81,111.0
1055,37,67.0
1056,75,105.0
1057,98,128.0
1058,3,33.0
1059,67,97.0
1060,37,67.0
1061,58,88.0
1062,43,73.0
1063,34,64.0
1064,92,122.0
1065,46,76.0
1066,23,53.0
1067,94,124.0
1068,42,72.0
1069,47,77.0
1070,84,114.0
1071,73,103.0
1072,82,112.0
1073,85,115.0
1074,29,59.0
1075,10,40.0
1076,62,92.0
1077,33,63.0
1078,22,52.0
1079,30,60.0
1080,48,78.0
1081,79,109.0
1082,3,33.0
1083,68,98.0
1084,27,57.0
1085,0,30.0
1086,48,78.0
1087,52,82.0
1088,96,126.0
1089,35,65.0
1090,24,54.0
1091,86,116.0
1092,41,71.0
1093,23,53.0
1094,66,96.0
1095,3,33.0
1096,22,52.0
1097,62,92.0
1098,8,38.0
1099,91,121.0
1100,10,40.0
1101,5,35.0
1102,6,36.0
1103,94,124.0
1104,36,66.0
1105,69,99.0
1106,82,112.0
1107,4,34.0
1108,91,121.0
1109,16,46.0
1110,93,123.0
1111,24,54.0
1112,16,46.0
1113,94,124.0
1114,75,105.0
1115,17,47.0
1116,31,61.0
1117,39,69.0
1118,24,54.0
1119,88,118.0
1120,0,30.0
1121,4,34.0
1122,28,58.0
1123,78,108.0
1124,100,130.0
1125,91,121.0
1126,38,68.0
1127,49,79.0
1128,58,88.0
1129,34,64.0
1130,33,63.0
1131,30,60.0
1132,57,87.0
1133,58,88.0
1134,87,117.0
1135,40,70.0
1136,25,55.0
1137,90,120.0
1138,56,86.0
1139,85,115.0
1140,55,85.0
1141,86,116.0
1142,21,51.0
1143,99,129.0
1144,12,42.0
1145,23,53.0
1146,97,127.0
1147,28,58.0
1148,81,111.0
1149,19,49.0
1150,60,90.0
1151,88,118.0
1152,89,119.0
1153,34,64.0
1154,49,79.0
1155,77,107.0
1156,81,111.0
1157,54,84.0
1158,25,55.0
1159,63,93.0
1160,54,84.0
1161,26,56.0
1162,76,106.0
1163,71,101.0
1164,40,70.0
1165,54,84.0
1166,50,80.0
1167,30,60.0
1168,99,129.0
1169,39,69.0
1170,91,121.0
1171,47,77.0
1172,79,109.0
1173,97,127.0
1174,15,45.0
1175,63,93.0
1176,14,44.0
1177,18,48.0
1178,96,126.0
1179,93,123.0
1180,80,110.0
1181,78,108.0
1182,99,129.0
1183,30,60.0
1184,98,128.0
1185,24,54.0
1186,40,70.0
1187,5,35.0
1188,31,61.0
1189,55,85.0
1190,26,56.0
1191,21,51.0
1192,5,35.0
1193,85,115.0
1194,86,116.0
1195,55,85.0
1196,90,120.0
1197,74,104.0
1198,11,41.0
1199,98,128.0
1200,99,129.0
1201,96,126.0
1202,75,105.0
1203,94,124.0
1204,48,78.0
1205,3,33.0
1206,40,70.0
1207,34,64.0
1208,3,33.0
1209,7,37.0
1210,63,93.0
1211,95,125.0
1212,84,114.0
1213,26,56.0
1214,82,112.0
1215,95,125.0
1216,35,65.0
1217,65,95.0
1218,58,88.0
1219,72,102.0
1220,0,30.0
1221,57,87.0
1222,90,120.0
1223,5,35.0
1224,89,119.0
1225,58,88.0
1226,81,111.0
1227,4,34.0
1228,75,105.0
1229,30,60.0
1230,79,109.0
1231,75,105.0
1232,32,62.0
1233,35,65.0
1234,81,111.0
1235,1,31.0
1236,50,80.0
1237,24,54.0
1238,55,85.0
1239,66,96.0
1240,66,96.0
1241,92,122.0
1242,45,75.0
1243,58,88.0
1244,42,72.0
1245,77,107.0
1246,0,30.0
1247,41,71.0
1248,34,64.0
1249,89,119.0
1250,69,99.0
1251,100,130.0
1252,30,60.0
1253,24,54.0
1254,39,69.0
1255,69,99.0
1256,57,87.0
1257,38,68.0
1258,26,56.0
1259,67,97.0
1260,11,41.0
1261,14,44.0
1262,65,95.0
1263,33,63.0
1264,72,102.0
1265,91,121.0
1266,98,128.0
1267,88,118.0
1268,53,83.0
1269,60,90.0
1270,53,83.0
1271,65,95.0
1272,14,44.0
1273,72,102.0
1274,56,86.0
1275,44,74.0
1276,30,60.0
1277,41,71.0
1278,87,117.0
1279,45,75.0
1280,45,75.0
1281,49,79.0
1282,77,107.0
1283,27,57.0
1284,25,55.0
1285,64,94.0
1286,46,76.0
1287,42,72.0
1288,14,44.0
1289,40,70.0
1290,3,33.0
1291,46,76.0
1292,30,60.0
1293,10,40.0
1294,2,32.0
1295,82,112.0
1296,99,129.0
1297,71,101.0
1298,7,37.0
1299,93,123.0
1300,69,99.0
1301,78,108.0
1302,51,81.0
1303,88,118.0
1304,35,65.0
1305,40,70.0
1306,96,126.0
1307,6,36.0
1308,91,121.0
1309,40,70.0
1310,66,96.0
1311,100,130.0
1312,71,101.0
1313,26,56.0
1314,65,95.0
1315,3,33.0
1316,66,96.0
1317,51,81.0
1318,97,127.0
1319,54,84.0
1320,22,52.0
1321,49,79.0
1322,86,116.0
1323,95,125.0
1324,42,72.0
1325,86,116.0
1326,50,80.0
1327,44,74.0
1328,57,87.0
1329,1,31.0
1330,66,96.0
1331,66,96.0
1332,4,34.0
1333,56,86.0
1334,98,128.0
1335,44,74.0
1336,42,72.0
1337,16,46.0
1338,30,60.0
1339,88,118.0
1340,24,54.0
1341,54,84.0
1342,49,79.0
1343,58,88.0
1344,13,43.0
1345,71,101.0
1346,25,55.0
1347,89,119.0
1348,85,115.0
1349,0,30.0
1350,10,40.0
1351,20,50.0
1352,80,110.0
1353,45,75.0
1354,86,116.0
1355,92,122.0
1356,7,37.0
1357,55,85.0
1358,84,114.0
1359,64,94.0
1360,74,104.0
1361,79,109.0
1362,66,96.0
1363,90,120.0
1364,87,117.0
1365,92,122.0
1366,51,81.0
1367,100,130.0
1368,42,72.0
1369,63,93.0
1370,9,39.0
1371,100,130.0
1372,82,112.0
1373,21,51.0
1374,96,126.0
1375,97,127.0
1376,38,68.0
1377,6,36.0
1378,1,31.0
1379,24,54.0
1380,88,118.0
1381,52,82.0
1382,0,30.0
1383,53,83.0
1384,46,76.0
1385,50,80.0
1386,65,95.0
1387,13,43.0
1388,10,40.0
1389,37,67.0
1390,9,39.0
1391,23,53.0
1392,45,75.0
1393,13,43.0
1394,13,43.0
1395,34,64.0
1396,91,121.0
1397,32,62.0
1398,97,127.0
1399,33,63.0
1400,1,31.0
1401,84,114.0
1402,2,32.0
1403,92,122.0
1404,5,35.0
1405,14,44.0
1406,27,57.0
1407,8,38.0
1408,10,40.0
1409,12,42.0
1410,24,54.0
1411,29,59.0
1412,23,53.0
1413,35,65.0
1414,20,50.0
1415,67,97.0
1416,71,101.0
1417,48,78.0
1418,18,48.0
1419,54,84.0
1420,93,123.0
1421,73,103.0
1422,81,111.0
1423,47,77.0
1424,11,41.0
1425,98,128.0
1426,58,88.0
1427,24,54.0
1428,83,113.0
1429,51,81.0
1430,95,125.0
1431,21,51.0
1432,78,108.0
1433,14,44.0
1434,35,65.0
1435,17,47.0
1436,85,115.0
1437,41,71.0
1438,30,60.0
1439,24,54.0
1440,43,73.0
1441,5,35.0
1442,43,73.0
1443,57,87.0
1444,20,50.0
1445,4,34.0
1446,28,58.0
1447,93,123.0
1448,71,101.0
1449,35,65.0
1450,48,78.0
1451,70,100.0
1452,78,108.0
1453,95,125.0
1454,51,81.0
1455,21,51.0
1456,79,109.0
1457,5,35.0
1458,34,64.0
1459,100,130.0
1460,3,33.0
1461,98,128.0
1462,97,127.0
1463,84,114.0
1464,98,128.0
1465,86,116.0
1466,2,32.0
1467,62,92.0
1468,43,73.0
1469,83,113.0
1470,19,49.0
1471,71,101.0
1472,13,43.0
1473,43,73.0
1474,86,116.0
1475,23,53.0
1476,44,74.0
1477,86,116.0
1478,54,84.0
1479,57,87.0
1480,33,63.0
1481,57,87.0
1482,30,60.0
1483,41,71.0
1484,25,55.0
1485,74,104.0
1486,68,98.0
1487,16,46.0
1488,76,106.0
1489,72,102.0
1490,18,48.0
1491,76,106.0
1492,15,45.0
1493,2,32.0
1494,92,122.0
1495,44,74.0
1496,33,63.0
1497,26,56.0
1498,65,95.0
1499,88,118.0
1500,54,84.0
1501,45,75.0
1502,82,112.0
1503,7,37.0
1504,17,47.0
1505,42,72.0
1506,78,108.0
1507,17,47.0
1508,31,61.0
1509,42,72.0
1510,58,88.0
1511,65,95.0
1512,55,85.0
1513,68,98.0
1514,36,66.0
1515,67,97.0
1516,4,34.0
1517,42,72.0
1518,92,122.0
1519,31,61.0
1520,33,63.0
1521,90,120.0
1522,82,112.0
1523,93,123.0
1524,77,107.0
1525,76,106.0
1526,11,41.0
1527,12,42.0
1528,39,69.0
1529,79,109.0
1530,8,38.0
1531,52,82.0
1532,59,89.0
1533,29,59.0
1534,63,93.0
1535,28,58.0
1536,14,44.0
1537,73,103.0
1538,47,77.0
1539,6,36.0
1540,99,129.0
1541,4,34.0
1542,38,68.0
1543,89,119.0
1544,5,35.0
1545,34,64.0
1546,38,68.0
1547,4,34.0
1548,45,75.0
1549,9,39.0
1550,85,115.0
1551,74,104.0
1552,75,105.0
1553,99,129.0
1554,24,54.0
1555,40,70.0
1556,59,89.0
1557,27,57.0
1558,21,51.0
1559,3,33.0
1560,87,117.0
1561,43,73.0
1562,40,70.0
1563,54,84.0
1564,38,68.0
1565,83,113.0
1566,49,79.0
1567,93,123.0
1568,53,83.0
1569,91,121.0
1570,9,39.0
1571,43,73.0
1572,19,49.0
1573,94,124.0
1574,20,50.0
1575,95,125.0
1576,68,98.0
1577,9,39.0
1578,85,115.0
1579,28,58.0
1580,63,93.0
1581,41,71.0
1582,15,45.0
1583,44,74.0
1584,29,59.0
1585,24,54.0
1586,62,92.0
1587,17,47.0
1588,81,111.0
1589,6,36.0
1590,93,123.0
1591,67,97.0
1592,71,101.0
1593,29,59.0
1594,46,76.0
1595,79,109.0
1596,97,127.0
1597,91,121.0
1598,52,82.0
1599,34,64.0
1600,20,50.0
1601,71,101.0
1602,70,100.0
1603,37,67.0
1604,41,71.0
1605,68,98.0
1606,56,86.0
1607,92,122.0
1608,56,86.0
1609,60,90.0
1610,92,122.0
1611,73,103.0
1612,83,113.0
1613,94,124.0
1614,86,116.0
1615,68,98.0
1616,28,58.0
1617,26,56.0
1618,27,57.0
1619,98,128.0
1620,63,93.0
1621,84,114.0
1622,67,97.0
1623,18,48.0
1624,13,43.0
1625,78,108.0
1626,37,67.0
1627,91,121.0
1628,33,63.0
1629,38,68.0
1630,22,52.0
1631,73,103.0
1632,92,122.0
1633,23,53.0
1634,90,120.0
1635,78,108.0
1636,33,63.0
1637,66,96.0
1638,67,97.0
1639,0,30.0
1640,15,45.0
1641,89,119.0
1642,98,128.0
1643,7,37.0
1644,38,68.0
1645,36,66.0
1646,40,70.0
1647,41,71.0
1648,52,82.0
1649,71,101.0
1650,50,80.0
1651,8,38.0
1652,73,103.0
1653,26,56.0
1654,90,120.0
1655,91,121.0
1656,72,102.0
1657,38,68.0
1658,14,44.0
1659,17,47.0
1660,78,108.0
1661,48,78.0
1662,26,56.0
1663,12,42.0
